created_at,comment_uuid,type,entity_uuid,user_id,sort_key,movie_name,lang,parent_uuid,replies,text,updated_at,reply_count,comment_id,spoiler_count,image,report_count,entity_type,tenant,inappropriate_count,uuid,is_spoiler,like_count,expires_at,last_read
2024-12-11 17:10:05,eabd47e5-7f0f-48d9-8b2f-6b216ff8a6e5,like,ff07a778-cf94-4243-a8ca-ec401f51f579,75184478,like-eabd47e5-7f0f-48d9-8b2f-6b216ff8a6e5-75184478,Mangalavaaram,,,,,,,,,,,,,,,,,,
2024-09-20 15:07:35,ee57b139-4750-4bd7-b23e-824fb3540c27,like,38ca860f-1353-4152-b627-937173871191,75184478,like-ee57b139-4750-4bd7-b23e-824fb3540c27-75184478,,,,,,,,,,,,,,,,,,,
2024-11-25 17:10:57,f191dba0-f39a-4c4b-b71d-5c2d5fc3607d,like,1989cfa4-418e-4edc-ab7e-4b7720247334,75184478,like-f191dba0-f39a-4c4b-b71d-5c2d5fc3607d-75184478,,,,,,,,,,,,,,,,,,,
2024-11-06 17:39:07,f4304e81-5e67-473d-8e21-151d2a5b0db3,like,e6e1d0b2-99f1-4fe0-831e-9809d1af6868,75184478,like-f4304e81-5e67-473d-8e21-151d2a5b0db3-75184478,,,,,,,,,,,,,,,,,,,
2024-11-06 17:39:51,f4e143bf-e3a1-4577-a5bb-16ba44303341,like,e6e1d0b2-99f1-4fe0-831e-9809d1af6868,75184478,like-f4e143bf-e3a1-4577-a5bb-16ba44303341-75184478,,,,,,,,,,,,,,,,,,,
2024-10-17 12:35:24,f4f243e0-ec30-4883-9eac-f8a01804d5de,like,815867ea-5342-4aaa-9981-445943f2bfa9,75184478,like-f4f243e0-ec30-4883-9eac-f8a01804d5de-75184478,,,,,,,,,,,,,,,,,,,
2024-10-12 18:06:48,f6a2bdb9-9809-4f60-97a1-05fb57a50447,like,45c1e773-80d2-422c-a502-29cbd6226039,75184478,like-f6a2bdb9-9809-4f60-97a1-05fb57a50447-75184478,,,,,,,,,,,,,,,,,,,
2024-11-06 17:23:39,fdff8201-c1b0-47d1-8b55-2bafdfc90048,like,3ec8b498-1cc6-403b-9833-8d388fd38e3e,75184478,like-fdff8201-c1b0-47d1-8b55-2bafdfc90048-75184478,,,,,,,,,,,,,,,,,,,
2026-01-26 08:01:03,8b5ffb0d-6df1-4ba6-99c3-5a25980a4b91,reply,7bd1fe8e-56ff-4d26-af2b-3a7be07b747c,75184478,reply-8b5ffb0d-6df1-4ba6-99c3-5a25980a4b91-1769414463-8e5d19e5-82e5-4683-b1d7-2fdefe05d1ad,तेरे इश्क़ में,,8b5ffb0d-6df1-4ba6-99c3-5a25980a4b91,,@Meliodas hiii 🤠,2026-01-26 08:01:03,0,,0,,0,movie,tvt,0,8e5d19e5-82e5-4683-b1d7-2fdefe05d1ad,false,0,,
,,,815867ea-5342-4aaa-9981-445943f2bfa9,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1731760531193893,1729168531193893
,,,22b77c0a-28a2-41a5-972c-e11c0078a96e,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1729180555713886,1726588555713886
,,,7bd1fe8e-56ff-4d26-af2b-3a7be07b747c,75184478,user-read-75184478,तेरे इश्क़ में,,,,,,,,,,,,,,,,,1772006472245246,1769414472245246
,,,f252f4bc-ea5e-430d-a977-e52a3b9ad2e7,75184478,user-read-75184478,Sarfira,,,,,,,,,,,,,,,,,1738251464157469,1735659464157469
,,,eda121b1-bc31-4879-842f-81b750c2c85d,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1738046838273893,1735454838273893
,,,38dbb85c-10a1-44d1-a244-26abd9c7dc5a,75184478,user-read-75184478,कभी खुशी कभी ग़म...,,,,,,,,,,,,,,,,,1737994776754022,1735402776754022
,,,e49d5f5a-c7f0-4d42-89ac-57d07212fef1,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1733565468241104,1730973468241105
,,,754f0320-7404-4495-9ef4-644f962a8669,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1764199313420540,1761607313420540
,,,5edb6395-fd81-42d4-ac3a-02b7a9ef073f,75184478,user-read-75184478,Raincoat,,,,,,,,,,,,,,,,,1748792934441963,1746200934441963
,,,55d18557-1c76-44cd-b434-f1a0c220e185,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1737897839751884,1735305839751884
,,,2eb1847d-b4b8-416b-a939-c19e7c64a010,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1729939431146298,1727347431146298
,,,8aa7f6b6-13db-4547-ad6c-bdf7f9c9cadf,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1737633897278077,1735041897278077
,,,d95679e5-52e3-4888-9907-b4c0497bf318,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1731423204577237,1728831204577237
,,,e2f8c099-0aa4-4454-9048-ec0bc6d5311d,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1766996044218818,1764404044218818
,,,beb89e4a-c44b-4865-b9ac-69ce94899e63,75184478,user-read-75184478,28 Weeks Later,,,,,,,,,,,,,,,,,1749922023610622,1747330023610622
,,,3bbfe738-8573-4cb0-8d38-6ac4272661fd,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1733565548821850,1730973548821850
,,,060e862a-acc1-4883-97b6-9547eacf044f,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1731315315203931,1728723315203932
,,,dc5791d9-14d5-4287-9ccd-df31c39d310b,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1737949909848090,1735357909848090
,,,723adb2a-7006-44ac-b782-ee0f64eee323,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1767606613625930,1765014613625930
,,,55ceb402-a048-45d0-b92a-6ba21c09e22d,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1706141638774334,1703549638774334
,,,e0c1c564-3875-47f4-a64d-e9d04f0bba59,75184478,user-read-75184478,The Extraordinary Journey of the Fakir,,,,,,,,,,,,,,,,,1743941685711857,1741349685711857
,,,03dcb8a5-8c0b-4281-a751-f3985625e64a,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1736657315237190,1734065315237190
,,,4311df65-7716-4f61-b159-6a5457a0bdad,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1742796922114601,1740204922114601
,,,b09d875c-609c-4d4a-b3e2-2a5127be4a2a,75184478,user-read-75184478,ആവേശം,,,,,,,,,,,,,,,,,1738212270943436,1735620270943436
,,,3e566fef-659b-48b0-b037-0c66a24da8e9,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1731087905528432,1728495905528433
,,,d9502cbc-0734-4958-81c8-c29a7e39632e,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1741266033398591,1738674033398591
,,,67b30f30-f5dd-4bca-bf4c-e6f43b0682be,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1731315340253331,1728723340253332
,,,e9190e54-2df4-4438-a1d2-18653df667da,75184478,user-read-75184478,Maayon,,,,,,,,,,,,,,,,,1736535987669254,1733943987669254
,,,e6e1d0b2-99f1-4fe0-831e-9809d1af6868,75184478,user-read-75184478,,,,,,,,,,,,,,,,,,1733506890661473,1730914890661473
,,,3d914e7d-1718-45c3-ad42-689573bc0d38,75184478,user-read-75184478,Batman v Superman: Dawn of Justice,,,,,,,,,,,,,,,,,1771160351784757,1768568351784757
